Year,Afghanistan,Brazil,China,France,Germany ,India,Japan,Spain,United Kingdom
1950,7752.117,53974.728,554419.269,41833.873,69966.252,376325.2,82802.084,28069.734,50616.019
1951,7840.151,55606.413,569909.108,42031.196,70300.011,382376.945,84316.265,28219.62,50601.926
1952,7935.996,57283.658,582576.497,42315.598,70620.275,388799.076,85659.438,28399.033,50651.273
1953,8039.684,58999.276,593365.882,42654.661,70929.839,395544.365,86869.979,28600.36,50750.98
1954,8151.316,60749.49,603052.316,43024.817,71233.393,402578.594,87980.574,28818.012,50890.911
1955,8270.992,62533.92,612241.552,43411.377,71537.454,409880.606,89018.255,29048.392,51063.907
1956,8398.873,64355.709,621363.233,43808.997,71850.645,417442.811,90004.18,29290.079,51265.885
1957,8535.157,66221.469,630677.648,44221.224,72183.453,425270.709,90953.812,29543.626,51495.703
1958,8680.097,68140.426,640295.777,44659.052,72547.581,433380.978,91877.637,29811.311,51754.668
1959,8833.947,70123.372,650212.731,45138.433,72954.885,441798.571,92782.242,30096.577,52045.664
1960,8996.967,72179.235,660408.054,45673.147,73414.229,450547.675,93673.612,30402.413,52370.595
1961,9169.406,74311.338,670952.701,46266.974,73928.077,459642.166,94560.714,30729.65,52727.763
1962,9351.442,76514.329,682102.654,46907.043,74489.45,469077.191,95458.517,31075.475,53109.4
1963,9543.2,78772.647,694339.084,47560.825,75080.749,478825.602,96389.422,31432.768,53500.721
1964,9744.772,81064.572,708254.602,48184.414,75677.305,488848.139,97379.402,31791.938,53882.751
1965,9956.318,83373.533,724218.97,48746.653,76258.034,499123.328,98447.007,32146.255,54240.855
1966,10174.84,85696.502,742414.887,49232.536,76819.57,509631.509,99596.075,32491.643,54568.868
1967,10399.936,88035.815,762581.176,49651.08,77357.251,520400.577,100822.283,32830.181,54866.529
1968,10637.064,90387.079,784074.715,50024.587,77847.179,531513.834,102124.002,33168.777,55132.603
1969,10893.772,92746.607,805985.941,50387.441,78260.756,543084.333,103496.032,33517.677,55367.95
1970,11173.654,95113.265,827601.385,50763.921,78578.381,555189.797,104929.26,33883.749,55573.455
1971,11475.45,97482.928,848759.709,51162.569,78789.931,567868.021,106427.102,34267.463,55748.534
1972,11791.222,99859.388,869485.962,51573.268,78901.826,581087.255,107976.03,34664.234,55892.412
1973,12108.963,102259.497,889485.368,51979.531,78932.455,594770.136,109528.514,35069.433,56006.29
1974,12412.96,104706.193,908464.206,52356.793,78909.808,608802.595,111022.692,35476.435,56092.059
1975,12689.164,107216.209,926240.889,52688.575,78856.031,623102.9,112413.362,35879.21,56152.325
1976,12943.093,109790.943,942685.412,52969.314,78781.74,637630.085,113679.19,36276.748,56188.348
1977,13171.294,112425.392,957891.271,53208.549,78687.323,652408.766,114827.826,36666.77,56203.598
1978,13341.199,115121.158,972205.441,53423.112,78573.588,667499.815,115879.222,37040.401,56205.91
1979,13411.06,117878.412,986132.214,53637.073,78438.171,682995.348,116867.356,37386.81,56205.087
1980,13356.5,120694.012,1000089.228,53868.006,78283.101,698952.837,117816.942,37698.2,56209.164
1981,13171.679,123570.327,1014022.211,54121.009,78107.86,715384.997,118732.838,37971.968,56220.739
1982,12882.518,126498.322,1027948.989,54391.469,77926.016,732239.498,119605.254,38209.686,56241.408
1983,12537.732,129448.815,1042431.401,54675.37,77770.21,749428.958,120427.643,38413.3,56276.791
1984,12204.306,132383.569,1058171.973,54965.167,77682.293,766833.411,121189.269,38586.704,56332.902
1985,11938.204,135274.083,1075589.363,55254.838,77691.591,784360.012,121883.483,38733.866,56413.555
1986,11736.177,138108.915,1095014.106,55545.271,77806.136,801975.25,122509.119,38855.631,56522.505
1987,11604.538,140891.606,1116095.475,55837.622,78015.742,819682.095,123072.72,38954.49,56658.26
1988,11618.008,143627.505,1137724.234,56126.337,78307.525,837468.938,123584.522,39038.686,56812.754
1989,11868.873,146328.305,1158357.393,56404.303,78660.301,855334.675,124058.517,39118.555,56974.289
1990,12412.311,149003.225,1176883.681,56666.861,79053.984,873277.799,124505.243,39202.524,57134.377
1991,13299.016,151648.007,1192897.277,56913.58,79490.831,891273.202,124929.764,39299.081,57290.792
1992,14485.543,154259.382,1206711.243,57147.213,79963.166,909307.018,125331.3,39410.852,57446.041
1993,15816.601,156849.086,1218817.059,57370.375,80428.557,927403.866,125707.407,39533.726,57602.279
1994,17075.728,159432.717,1230020.026,57587.122,80832.928,945601.828,126053.127,39660.079,57763.382
1995,18110.662,162019.889,1240920.539,57801.887,81138.653,963922.586,126365.486,39787.413,57932.45
1996,18853.444,164614.682,1251636.178,58012.055,81323.666,982365.248,126644.099,39908.962,58113.554
1997,19357.126,167209.046,1261996.017,58220.657,81399.25,1000900.028,126892.745,40035.286,58307.32
1998,19737.77,169785.253,1271982.349,58444.245,81402.671,1019483.586,127117.436,40201.561,58509.972
1999,20170.847,172318.674,1281514.833,58704.381,81389.935,1038058.154,127326.063,40454.472,58715.859
2000,20779.957,174790.339,1290550.767,59015.092,81400.883,1056575.548,127524.168,40824.745,58923.305
2001,21606.992,177196.051,1299129.747,59384.126,81453.894,1075000.094,127713.824,41319.431,59124.277
2002,22600.774,179537.523,1307352.256,59803.434,81535.124,1093317.187,127893.075,41919.593,59326.294
2003,23680.871,181809.244,1315303.522,60251.591,81614.371,1111523.146,128058.368,42596.455,59561.429
2004,24726.689,184006.479,1323084.639,60697.977,81646.474,1129623.466,128204.183,43308.345,59872.76
2005,25654.274,186127.108,1330776.38,61120.128,81602.739,1147609.924,128326.115,44019.118,60287.953
2006,26433.058,188167.353,1338408.644,61508.924,81472.235,1165486.291,128422.74,44728.561,60821.349
2007,27100.542,190130.445,1345993.891,61869.229,81277.836,1183209.471,128494.05,45429.071,61455.154
2008,27722.281,192030.362,1353569.48,62209.207,81065.751,1200669.762,128538.644,46068.811,62145.098
2009,28394.806,193886.505,1361169.41,62542.883,80899.961,1217726.217,128555.196,46583.566,62828.62
2010,29185.511,195713.637,1368810.604,62879.535,80827.001,1234281.163,128542.349,46931.011,63459.801
2011,30117.411,197514.541,1376497.633,63222.229,80855.629,1250287.939,128498.966,47084.242,64021.922
2012,31161.378,199287.292,1384206.408,63564.224,80972.629,1265780.243,128423.571,47063.059,64525.3
2013,32269.592,201035.904,1391883.335,63893.521,81174.373,1280842.119,128314.189,46930.554,64984.015
2014,33370.804,202763.744,1399453.966,64193.55,81450.37,1295600.768,128168.63,46777.927,65423.048
2015,34413.603,204471.759,1406847.868,64453.194,81787.411,1310152.392,127985.139,46671.919,65860.149
2016,35383.028,206163.056,1414049.353,64667.59,82193.77,1324517.25,127763.267,46634.131,66297.944
2017,36296.111,207833.825,1421021.794,64842.513,82658.409,1338676.779,127502.728,46647.425,66727.463
2018,37171.922,209469.32,1427647.789,64990.512,83124.413,1352642.283,127202.19,46692.863,67141.678
2019,38041.757,211049.519,1433783.692,65129.731,83517.046,1366417.756,126860.299,46736.782,67530.161
2020,38928.341,212559.409,1439323.774,65273.512,83783.945,1380004.385,126476.458,46754.783,67886.004
2021,39835.428,213993.441,1444216.102,65426.177,83900.471,1393409.033,126050.796,46745.211,68207.114
2022,40754.385,215353.588,1448471.404,65584.514,83883.587,1406631.781,125584.839,46719.147,68497.913
2023,41681.232,216641.839,1452127.674,65745.189,83774.541,1419655.8,125081.316,46679.284,68765.935
2024,42608.714,217863.036,1455254.862,65902.029,83636.17,1432456.474,124543.923,46630.673,69021.842
2025,43531.523,219020.908,1457908.248,66050.606,83515.017,1445011.62,123975.981,46577.097,69273.64
2026,44449.106,220114.734,1460092.251,66190.532,83422.529,1457308.849,123379.107,46518.645,69524.1
2027,45363.56,221142.806,1461797.638,66323.948,83346.306,1469338.564,122754.999,46453.975,69771.961
2028,46275.305,222106.891,1463052.846,66451.747,83280.854,1481083.336,122107.379,46383.836,70016.263
2029,47185.165,223009.378,1463891.336,66575.352,83213.653,1492524.276,121440.546,46309.019,70254.648
2030,48093.576,223852.116,1464340.15,66695.705,83135.643,1503642.327,120758.056,46230.147,70485.483
2031,49000.19,224636.207,1464417.502,66812.867,83048.103,1514427.16,120062.518,46147.593,70709.292
2032,49904.008,225361.772,1464130.422,66926.041,82956.47,1524862.024,119355.235,46061.484,70927.465
2033,50803.985,226028.561,1463480.846,67034.148,82860.123,1534913.994,118636.758,45971.719,71140.069
2034,51698.839,226635.918,1462465.124,67135.68,82758.239,1544544.368,117906.953,45878.033,71347.133
2035,52587.415,227183.587,1461083.03,67229.46,82650.083,1553723.81,117166.138,45780.172,71548.756
2036,53468.94,227672.152,1459341.172,67315.168,82535.461,1562439.276,116415.51,45677.99,71744.927
2037,54342.917,228102.792,1457252.173,67392.742,82414.191,1570690.44,115657.089,45571.458,71935.935
2038,55208.543,228476.582,1454828.444,67461.584,82285.596,1578478.176,114892.928,45460.499,72122.612
2039,56065.157,228794.863,1452084.266,67521.106,82148.923,1585809.325,114125.389,45345.044,72306.03
2040,56912.008,229058.886,1449031.42,67570.922,82003.619,1592691.52,113356.481,45224.89,72486.896
2041,57748.48,229269.363,1445680.248,67610.831,81849.675,1599123.528,112587.239,45099.799,72665.441
2042,58573.847,229427.254,1442035.132,67640.954,81687.215,1605109.395,111818.498,44969.297,72841.365
2043,59387.21,229534.388,1438094.712,67661.693,81516.134,1610669.933,111051.701,44832.571,73014.051
2044,60187.566,229592.903,1433854.12,67673.657,81336.364,1615832.467,110288.3,44688.616,73182.661
2045,60974.108,229604.529,1429312.245,67677.388,81148.064,1620619.203,109529.352,44536.591,73346.419
2046,61746.119,229570.367,1424476.521,67673.172,80951.49,1625039.273,108775.261,44376.201,73505.28
2047,62503.158,229490.822,1419358.625,67661.299,80747.346,1629096.126,108025.99,44207.094,73659.104
2048,63245.02,229366.085,1413967.251,67642.429,80536.968,1632799.155,107281.347,44028.28,73807.098
2049,63971.682,229195.948,1408312.31,67617.343,80322.013,1636156.868,106540.925,43838.657,73948.3
2050,64682.976,228980.4,1402405.167,67586.729,80103.973,1639176.036,105804.023,43637.408,74081.983
2051,65378.498,228719.986,1396257.711,67551.148,79883.82,1641863.424,105070.735,43424.352,74208.011
2052,66057.693,228415.333,1389884.267,67511.019,79662.246,1644222.216,104340.206,43199.707,74326.612
2053,66720.061,228066.561,1383302.617,67466.802,79440.308,1646250.536,103609.652,42963.772,74438.066
2054,67365.07,227673.68,1376532.628,67418.882,79219.021,1647943.596,102875.493,42717.001,74542.855
2055,67992.198,227236.82,1369594.143,67367.707,78999.412,1649297.977,102134.984,42459.997,74641.527
2056,68601.077,226756.447,1362501.952,67313.753,78782.171,1650314.901,101387.484,42193.143,74734.268
2057,69191.273,226233.195,1355273.264,67257.605,78568.238,1650996.767,100633.223,41917.095,74821.528
2058,69762.278,225667.564,1347933.557,67199.943,78359.099,1651342.347,99871.668,41632.976,74904.248
2059,70313.576,225060.161,1340511.099,67141.552,78156.479,1651349.931,99102.486,41342.17,74983.541
2060,70844.694,224411.614,1333030.632,67083.084,77961.681,1651018.523,98325.804,41045.963,75060.473
2061,71355.26,223722.738,1325507.532,67024.918,77775.28,1650350.924,97541.836,40745.367,75135.388
2062,71844.941,222994.375,1317954.387,66967.475,77597.403,1649348.991,96751.617,40441.302,75208.709
2063,72313.405,222227.235,1310388.652,66911.463,77428.212,1648010.013,95957.186,40134.931,75281.33
2064,72760.294,221422.133,1302827.463,66857.675,77267.685,1646330.105,95161.223,39827.444,75354.289
2065,73185.287,220579.947,1295284.575,66806.693,77115.62,1644308.538,94366.259,39520.069,75428.318
2066,73588.196,219701.812,1287771.917,66758.884,76972.163,1641949.501,93573.72,39213.82,75503.853
2067,73968.838,218789.029,1280295.274,66714.229,76836.929,1639261.372,92785.137,38909.853,75580.844
2068,74327.012,217843.091,1272853.509,66672.472,76708.689,1636253.507,92003.31,38609.694,75658.877
2069,74662.577,216865.679,1265441.087,66633.166,76585.712,1632937.511,91231.455,38314.999,75737.157
2070,74975.404,215858.439,1258054.223,66595.928,76466.617,1629325.556,90472.359,38027.233,75815.114
2071,75265.446,214823.045,1250697.624,66560.606,76351.07,1625426.468,89727.265,37747.233,75892.717
2072,75532.727,213761.109,1243376.129,66527.166,76238.927,1621251.731,88997.469,37475.8,75970.007
2073,75777.323,212674.29,1236086.056,66495.365,76129.297,1616819.911,88285.664,37214.182,76046.482
2074,75999.471,211564.312,1228821.658,66464.977,76021.242,1612152.497,87594.804,36963.724,76121.515
2075,76199.343,210433.012,1221580.153,66435.721,75914.138,1607268.682,86926.934,36725.384,76194.677
2076,76377.114,209282.011,1214363.695,66407.483,75807.622,1602182.799,86283.334,36499.594,76265.85
2077,76532.93,208113.349,1207178.72,66379.992,75701.987,1596905.843,85663.573,36286.366,76335.217
2078,76666.941,206929.848,1200032.299,66352.553,75598.217,1591449.717,85065.739,36085.645,76402.935
2079,76779.299,205734.652,1192933.527,66324.313,75497.719,1585825.265,84486.888,35897.09,76469.356
2080,76870.229,204530.517,1185891.297,66294.653,75401.661,1580043.792,83924.568,35720.274,76534.815
2081,76940.011,203319.422,1178909.492,66263.253,75310.341,1574115.574,83378.013,35554.975,76599.406
2082,76989.05,202102.878,1171994.339,66230.172,75223.863,1568053.265,82847.122,35400.597,76663.298
2083,77017.762,200882.481,1165160.146,66195.706,75142.932,1561872.802,82330.88,35255.677,76727.235
2084,77026.666,199659.675,1158423.988,66160.398,75068.326,1555591.485,81828.306,35118.333,76792.088
2085,77016.262,198435.852,1151799.204,66124.611,75000.64,1549223.739,81338.411,34986.925,76858.558
2086,76987.01,197212.404,1145288.558,66088.32,74940.136,1542781.212,80860.404,34860.675,76926.86
2087,76939.414,195990.72,1138892.698,66051.382,74886.832,1536270.161,80393.392,34738.964,76997.05
2088,76874.094,194771.95,1132619.326,66013.926,74840.742,1529692.596,79936.26,34620.601,77069.261
2089,76791.721,193557.17,1126476.394,65976.118,74801.751,1523047.401,79487.833,34504.328,77143.606
2090,76692.976,192347.34,1120466.928,65938.023,74769.673,1516335.379,79047.116,34389.123,77220.082
2091,76578.449,191143.397,1114587.314,65899.587,74744.288,1509561.139,78613.363,34274.238,77298.644
2092,76448.745,189946.18,1108827.893,65860.642,74725.315,1502732.38,78186.029,34159.184,77379.151
2093,76304.426,188756.443,1103174.437,65820.973,74712.397,1495858.466,77764.739,34043.706,77461.396
2094,76146.06,187574.889,1097609.742,65780.272,74705.079,1488948.813,77349.198,33927.63,77545.082
2095,75974.263,186402.101,1092115.201,65738.226,74702.829,1482011.297,76939.124,33810.797,77629.889
2096,75789.679,185238.551,1086671.336,65694.567,74704.995,1475051.74,76534.218,33693.081,77715.36
2097,75593.012,184084.623,1081258.072,65648.97,74710.783,1468073.583,76134.154,33574.318,77801.031
2098,75384.972,182940.584,1075854.855,65601.163,74719.33,1461077.821,75738.588,33454.329,77886.333
2099,75166.36,181806.613,1070440.551,65550.862,74729.635,1454063.085,75347.139,33332.912,77970.64
2100,74937.961,180682.762,1064993.457,65497.773,74740.596,1447025.612,74959.378,33209.856,78053.263
2020,38928.341,212559.409,1439323.774,65273.512,83783.945,1380004.385,126476.458,46754.783,67886.004
2021,39892.557,214258.545,1445710.415,65504.826,83821.22,1395012.077,126162.047,46785.301,68252.05
2022,40875.793,215971.4,1451934.123,65749.507,83877.347,1410520.27,125837.088,46816.652,68631.838
2023,41874.595,217684.086,1457935.298,66004.184,83948.202,1426368.844,125498.849,46847.846,69021.876
2024,42886.32,219385.402,1463670.687,66266.223,84030.439,1442427.202,125145.761,46878.235,69419.37
2025,43909.177,221066.923,1469113.347,66533.844,84121.469,1458594.143,124777.364,46907.481,69822.175
2026,44942.217,222723.066,1474253.559,66806.015,84219.562,1474799.361,124394.394,46935.551,70228.883
2027,45985.339,224350.99,1479097.914,67082.485,84323.715,1491001.986,123998.705,46962.765,70638.756
2028,47039.101,225950.235,1483666.805,67363.72,84433.596,1507186.363,123593.125,46989.644,71051.668
2029,48104.512,227522.045,1487990.115,67650.521,84549.362,1523355.047,123181.051,47016.908,71467.906
2030,49182.294,229067.412,1492094.407,67943.509,84671.001,1539507.632,122765.562,47045.111,71887.684
2031,50272.142,230585.121,1495989.317,68242.361,84797.725,1555618.23,122348.329,47074.333,72310.736
2032,51372.029,232069.865,1499655.549,68545.212,84927.481,1571615.82,121928.745,47103.966,72735.736
2033,52477.911,233511.489,1503039.719,68848.369,85056.591,1587375.656,121503.482,47132.535,73160.215
2034,53584.581,234897.221,1506068.954,69147.085,85180.5,1602743.378,121067.699,47158.033,73581.04
2035,54688.038,236218.022,1508693.554,69437.792,85295.787,1617605.291,120618.123,47178.945,73996.026
2036,55786.449,237470.184,1510899.249,69719.082,85400.941,1631915.64,120154.228,47194.465,74404.123
2037,56879.858,238656.28,1512710.053,69991.136,85496.057,1645688.881,119678.163,47204.64,74805.941
2038,57968.319,239781.625,1514162.921,70253.787,85581.28,1658950.705,119192.765,47209.761,75203.183
2039,59052.629,240854.789,1515312.904,70507.436,85657.408,1671754.803,118702.061,47210.457,75598.416
2040,60133.367,241882.736,1516205.332,70752.512,85725.197,1684149.786,118209.375,47207.099,75993.651
2041,61210.083,242867.408,1516857.498,70989.029,85784.974,1696142.129,117716.024,47199.518,76389.477
2042,62282.072,243809.173,1517275.004,71217.143,85836.852,1707742.986,117222.491,47187.032,76785.617
2043,63349.405,244711.861,1517479.166,71437.814,85881.31,1719016.412,116730.415,47168.81,77182.161
2044,64412.24,245579.655,1517491.236,71652.344,85918.958,1730042.652,116241.411,47143.773,77578.962
2045,65470.749,246416.241,1517331.68,71862.015,85950.72,1740888.705,115756.902,47111.082,77976.052
2046,66524.701,247224.23,1517018.968,72067.575,85977.442,1751582.091,115277.859,47070.587,78373.849
2047,67574.019,248005.663,1516571.145,72270,86000.727,1762140.455,114805.228,47022.262,78772.949
2048,68619.285,248762.915,1516007.313,72471.302,86023.274,1772607.567,114340.416,46965.433,79173.833
2049,69661.215,249498.177,1515346.371,72673.826,86048.358,1783028.596,113884.839,46899.344,79577.036
2050,70700.226,250213.368,1514605.952,72879.595,86078.885,1793436.416,113439.535,46823.601,79983.091
2051,71736.233,250909.946,1513803.475,73089.709,86116.411,1803850.081,113005.311,46738.213,80392.307
2052,72768.738,251589.266,1512953.577,73304.905,86162.267,1814269.643,112582.158,46643.755,80805.182
2053,73797.273,252252.738,1512067.421,73526.402,86218.754,1824681.917,112169.093,46541.202,81222.586
2054,74821.206,252901.67,1511154.121,73755.317,86288.322,1835061.563,111764.661,46431.901,81645.519
2055,75839.834,253536.921,1510224.095,73992.563,86372.995,1845384.411,111367.69,46317.079,82074.805
2056,76852.726,254159.155,1509288.808,74238.883,86473.856,1855645.178,110978.181,46197.408,82510.836
2057,77859.226,254768.238,1508363.015,74494.649,86591.648,1865833.652,110596.378,46073.616,82953.767
2058,78858.112,255363.13,1507464.059,74760.01,86727.468,1875912.285,110221.665,45947.055,83403.729
2059,79847.97,255942.164,1506610.845,75034.801,86882.24,1885834.375,109853.33,45819.319,83860.727
2060,80827.536,256503.887,1505819.612,75318.9,87056.498,1895561.107,109490.968,45691.769,84324.736
2061,81796.103,257048.273,1505100.659,75612.359,87250.527,1905078.852,109134.659,45565.498,84795.804
2062,82753.072,257574.946,1504461.742,75915.216,87463.9,1914378.333,108784.88,45441.271,85273.982
2063,83697.497,258081.658,1503912.75,76227.153,87695.234,1923431.827,108442.166,45319.784,85759.168
2064,84628.326,258565.491,1503462.818,76547.741,87942.602,1932209.72,108107.219,45201.572,86251.241
2065,85544.787,259024.525,1503119.077,76876.536,88204.228,1940692.213,107780.899,45087.287,86749.978
2066,86446.321,259458.481,1502890.016,77213.431,88479.498,1948872.594,107463.827,44977.703,87255.405
2067,87332.592,259868.095,1502778.998,77558.115,88767.649,1956757.998,107156.889,44873.804,87767.312
2068,88203.314,260253.851,1502781.086,77909.764,89066.395,1964362.55,106861.491,44776.631,88284.95
2069,89058.296,260616.603,1502887.224,78267.376,89373.039,1971708.753,106579.315,44687.328,88807.395
2070,89897.43,260957.499,1503091.73,78630.15,89685.45,1978819.928,106311.897,44606.902,89333.966
2071,90720.545,261277.711,1503397.848,78997.729,90002.858,1985706.311,106059.818,44535.937,89864.542
2072,91527.684,261578.923,1503812.102,79370.098,90325.03,1992385.397,105824.005,44475.067,90399.301
2073,92319.167,261863.637,1504336.425,79747.287,90651.188,1998898.744,105606.843,44425.353,90938.147
2074,93095.558,262134.934,1504973.004,80129.524,90980.653,2005297.031,105411.11,44387.931,91481.109
2075,93857.347,262395.88,1505725.852,80516.945,91313.199,2011623.207,105238.782,44363.641,92028.336
2076,94604.749,262648.446,1506599.245,80909.645,91648.553,2017900.651,105091.05,44352.817,92579.961
2077,95337.904,262895.262,1507601.279,81307.571,91987.355,2024144.469,104967.618,44355.451,93136.402
2078,96057.205,263140.76,1508744.95,81710.688,92331.437,2030378.651,104867.075,44371.517,93698.55
2079,96763.082,263390.1,1510046.121,82118.928,92683.304,2036625.883,104787.164,44400.814,94267.502
2080,97455.927,263647.662,1511518.925,82532.346,93045.073,2042905.574,104726.226,44443.015,94844.248
2081,98136.02,263916.104,1513169.103,82950.938,93417.537,2049231.205,104683.764,44498.001,95429.172
2082,98803.644,264197.216,1515003.259,83375.049,93801.226,2055614.032,104660.173,44565.259,96022.687
2083,99459.147,264493.307,1517037.174,83805.538,94197.715,2062066.486,104655.481,44643.509,96625.862
2084,100102.85,264806.37,1519288.803,84243.568,94608.762,2068599.327,104669.863,44731.141,97239.935
2085,100735.09,265138.134,1521771.354,84689.948,95035.746,2075218.883,104703.401,44826.766,97865.85
2086,101356.135,265490.083,1524486.749,85144.917,95479.306,2081931.95,104755.744,44929.72,98503.962
2087,101966.234,265863.386,1527433.108,85608.345,95939.692,2088735.431,104826.403,45039.541,99154.255
2088,102565.574,266258.925,1530613.521,86080.398,96417.257,2095612.015,104914.99,45155.316,99816.661
2089,103154.31,266677.298,1534029.901,86561.17,96912.221,2102536.645,105021.116,45276.14,100490.939
2090,103732.62,267118.816,1537679.349,87050.607,97424.584,2109488.988,105144.322,45401.217,101176.77
2091,104300.683,267583.564,1541552.885,87548.497,97954.053,2116457.724,105284.151,45529.98,101873.793
2092,104858.73,268071.349,1545635.909,88054.443,98500.139,2123438.987,105440.057,45662.072,102581.651
2093,105406.988,268581.749,1549909.188,88567.928,99062.135,2130432.899,105611.541,45797.238,103299.844
2094,105945.638,269114.061,1554350.088,89088.33,99639.096,2137439.581,105798.011,45935.352,104027.825
2095,106474.905,269667.292,1558933.603,89614.905,100229.924,2144455.444,105998.848,46076.304,104764.844
2096,106994.957,270240.166,1563632.782,90146.841,100833.328,2151471.848,106213.403,46219.985,105509.997
2097,107505.942,270831.157,1568418.913,90683.239,101447.776,2158474.441,106440.977,46366.323,106262.193
2098,108007.97,271438.407,1573261.608,91223.096,102071.624,2165442.866,106680.839,46515.228,107020.188
2099,108501.136,272059.814,1578128.748,91765.366,102703.009,2172351.013,106932.187,46666.61,107782.543
2100,108985.512,272692.965,1582986.463,92308.882,103339.879,2179167.069,107194.238,46820.42,108547.642
2020,38928.341,212559.409,1439323.774,65273.512,83783.945,1380004.385,126476.458,46754.783,67886.004
2021,39809.113,213712.682,1442537.386,65374.698,83657.231,1391643.981,125937.676,46688.666,68104.082
2022,40669.912,214718.423,1444804.388,65452.393,83502.818,1402554.722,125331.701,46602.607,68294.02
2023,41513.185,215590.137,1446207.947,65509.055,83324.55,1412794.942,124665.214,46498.931,68459.105
2024,42340.756,216339.185,1446820.388,65546.795,83125.605,1422409.349,123944.323,46379.712,68602.068
2025,43153.871,216974.889,1446703.145,65567.373,82908.568,1431429.051,123174.596,46246.703,68725.108
2026,43953.109,217504.345,1445906.429,65572.114,82675.392,1439870.761,122361.046,46101.338,68829.891
2027,44738.486,217932.58,1444469.564,65561.989,82427.362,1447737.573,121508.093,45944.736,68917.56
2028,45509.477,218262.803,1442422.355,65537.665,82165.274,1455021.149,120619.693,45777.753,68988.765
2029,46265.2,218496.892,1439787.247,65499.507,81889.466,1461705.331,119699.381,45601.05,69043.881
2030,47004.863,218636.818,1436585.898,65447.896,81600.278,1467777.016,118750.549,45415.181,69083.287
2031,47728.222,218686.191,1432846.197,65383.375,81298.439,1473237.823,117776.689,45220.829,69107.851
2032,48436.02,218651.552,1428608.289,65306.924,80985.434,1478114.233,116781.735,45018.971,69119.214
2033,49130.161,218542.979,1423927.323,65219.997,80663.644,1482461.966,115770.067,44810.888,69119.972
2034,49813.176,218372.461,1418865.965,65124.328,80335.946,1486353.607,114746.236,44598.014,69113.266
2035,50486.794,218149.143,1413472.508,65021.136,80004.375,1489842.318,113714.145,44381.392,69101.489
2036,51151.403,217878.368,1407776.488,64911.23,79670.062,1492951.02,112676.819,44161.563,69085.761
2037,51806.064,217560.611,1401783.905,64794.407,79332.632,1495670.598,111636.227,43938.452,69066.166
2038,52449.432,217193.805,1395488.296,64669.706,78990.624,1497981.863,110593.635,43711.641,69042.741
2039,53079.436,216773.302,1388870.292,64535.571,78641.686,1499850.705,109549.688,43480.322,69015.064
2040,53694.355,216295.806,1381915.254,64390.849,78284.083,1501251.159,108505.14,43243.821,68982.71
2041,54293.532,215761.666,1374630.469,64235.277,77917.579,1502179.795,107460.987,43001.873,68945.734
2042,54876.497,215173.13,1367024.922,64069.273,77542.559,1502643.434,106418.664,42754.281,68904.063
2043,55441.824,214530.863,1359086.244,63892.958,77158.43,1502637.231,105379.645,42500.371,68856.814
2044,55987.884,213835.765,1350797.194,63706.645,76764.604,1502156.799,104345.486,42239.313,68802.851
2045,56513.303,213088.381,1342146.35,63510.54,76360.725,1501197.693,103317.151,41970.345,68741.087
2046,57017.171,212289.037,1333135.654,63304.72,75946.644,1499758.676,102294.825,41693.138,68671.221
2047,57498.908,211437.326,1323773.254,63089.086,75522.584,1497835.626,101277.941,41407.205,68592.76
2048,57957.937,210532.223,1314062.444,62863.532,75089.056,1495418.259,100265.653,41111.525,68504.259
2049,58393.872,209572.346,1304008.369,62627.949,74646.821,1492494.151,99256.634,40804.864,68403.978
2050,58806.301,208556.615,1293619.069,62382.292,74196.577,1489055.409,98249.414,40486.31,68290.652
2051,59194.747,207485.121,1282903.748,62126.808,73738.937,1485102.13,97243.727,40155.605,68163.846
2052,59558.697,206358.187,1271876.756,61861.743,73274.34,1480640.104,96238.227,39812.79,68023.7
2053,59897.761,205175.32,1260559.226,61587.033,72803.182,1475675.213,95229.103,39457.738,67870.174
2054,60211.601,203935.964,1248976.547,61302.605,72325.89,1470216.115,94211.548,39090.44,67703.459
2055,60499.926,202640.018,1237153.421,61008.589,71843.061,1464272.734,93181.899,38711.091,67523.878
2056,60762.509,201287.939,1225106.759,60705.295,71355.211,1457851.528,92139.098,38319.931,67331.595
2057,60999.19,199880.762,1212855.398,60393.39,70863.393,1450963.081,91083.344,37917.537,67127.19
2058,61210.026,198419.84,1200428.975,60073.879,70369.403,1443627.437,90013.92,37504.838,66912.026
2059,61395.156,196906.857,1187860.612,59747.966,69875.438,1435868.871,88930.471,37082.991,66687.889
2060,61554.704,195343.553,1175179.597,59416.788,69383.289,1427708.728,87833.203,36653.172,66456.332
2061,61688.652,193731.301,1162404.802,59080.902,68893.725,1419161.122,86722.333,36216.301,66217.946
2062,61796.998,192071.712,1149552.247,58740.928,68407.221,1410236.633,85599.121,35773.367,65973.342
2063,61879.863,190367.256,1136644.082,58398.173,67924.792,1400949.056,84466.301,35325.706,65723.973
2064,61937.426,188620.773,1123702.351,58054.134,67447.429,1391311.633,83327.438,34874.805,65471.467
2065,61969.873,186834.906,1110745.381,57709.987,66975.854,1381337.263,82185.888,34422.136,65217.083
2066,61977.308,185011.686,1097788.121,57366.386,66510.587,1371039.165,81043.444,33968.797,64961.55
2067,61959.831,183152.899,1084839.454,57023.573,66051.574,1360429.705,79901.995,33516.066,64704.987
